Date,Make,Color,Amount.Due,Violation,Location,Meter,Officer.Comment
6/17/08,SUBA,MAR,0.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,53 51,NO TIME ON METER
6/17/08,GMC,MAR,0.00,METER VIOLATION,LOT 15,64,NO TIME ON METER
6/17/08,PORS,RED,0.00,METER VIOLATION,BROADWAY ST PEARL ST OAK,52 4,NO TIME ON METER
6/17/08,FORD,GRY,0.00,METER VIOLATION,PEARL ST 7TH AVE 6TH AVE,25 22,NO TIME ON METER
6/17/08,CHRY,GRY,0.00,RESTRICTED BY SIGN,LOT 34,NA,CITY PERMIT PARKING ONLYNPV
6/17/08,FORD,RED,0.00,STORAGE OF VEHICLE ON,1927LAWRENCE ST,NA,CHALK MARK STILL VISIBLECITIZEN COMP
6/17/08,TOYT,WHT,0.00,METER VIOLATION,LOT 21,50,NO TIME ON METER
6/17/08,CHEV,GRY,0.00,TIME LIMIT ZONE,16TH AVE OLIVE ST WILLAM,NA,2HRCHALK MARK STILL VISIBLE
6/17/08,MERC,WHT,0.00,TIME LIMIT ZONE,LAWRENCE ST 10TH AVE BRO,NA,2HRCHALK MARK STILL VISIBLE
6/17/08,TOYT,BLK,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,34 34,NO TIME ON METER
6/17/08,CHEV,WHT,0.00,METER VIOLATION,HIGH ST 5TH AVE 6TH AVE,18 47,NO TIME ON METER
6/17/08,FORD,WHT,24.00,METER VIOLATION,WILLAMETTE 11TH AVE 10TH,59 17,NO TIME ON METER
6/17/08,TOYT,MAR,0.00,METER VIOLATION,WILLAMETTE 10TH AVE 11TH,60 47,NO TIME ON METER
6/17/08,TOYT,BLK,24.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,214-42,NO TIME ON METER
6/17/08,HOND,RED,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,214-36,NO TIME ON METER
6/17/08,HOND,RED,0.00,EXCEEDING THE TIME LIM,13TH AVE KINCAID ST ALDE,214-36,NO TIME ON METER@ 45 MIN.
6/17/08,SUBA,GRY,0.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239-19,NO TIME ON METER
6/17/08,TOYT,GRN,90.00,LEVEL 2,N/S GARDEN AVE. - WILL. TO VIL,NA,NA
6/17/08,HOND,BLK,0.00,METER VIOLATION,PEARL ST - 8TH TO BROADWAY,NA,NO TIME ON METER
6/17/08,CHEV,WHT,0.00,METER VIOLATION,LOT 31,48,NO TIME ON METER
6/17/08,CHEV,BLU,0.00,TIME LIMIT ZONE,E/S COLUMBIA - 19TH TO 17TH,NA,CHALK MARK STILL VISIBLE
6/17/08,CHEV,BLU,0.00,FAILURE TO PAY FINES A,E/S COLUMBIA - 19TH TO 17TH,NA,NA
6/17/08,HOND,RED,0.00,TIME LIMIT ZONE,S/S 19TH - POTTER TO UNIVERSIT,NA,CHALK MARK STILL VISIBLE
6/17/08,HOND,RED,0.00,LEVEL 3,S/S 19TH -POTTER TO UNIVERSITY,NA,NA
6/17/08,DODG,GRY,0.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,50 8,NO TIME ON METER
6/17/08,MITS,MAR,0.00,METER VIOLATION,8TH AVE PEARL ST HIGH ST,35 37,NO TIME ON METER
6/17/08,TOYT,GRN,0.00,METER VIOLATION,SOUTH PARK-1E,43 96,NO TIME ON METER
6/17/08,CHEV,GRN,24.00,METER VIOLATION,EAST PARK-8,43 80,NO TIME ON METER
6/17/08,CHEV,WHT,0.00,METER VIOLATION,OAK ST 7TH AVE 8TH AVE,33 20,NO TIME ON METER
6/17/08,HOND,BLU,0.00,METER VIOLATION,HIGH ST 6TH AVE 5TH AVE,17 25,NO TIME ON METER
6/17/08,STRN,GRY,0.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,42 37,NO TIME ON METER
6/17/08,TOYT,GRY,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,39 23,NO TIME ON METER
6/17/08,DODG,RED,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,49 54,NO TIME ON METER
6/17/08,TOYT,BLU,0.00,METER VIOLATION,10TH AVE CHARNELTON ST L,57 12,NO TIME ON METER
6/17/08,DODG,GRY,0.00,METER VIOLATION,LOT 31,85,NO TIME ON METER
6/17/08,AUDI,BLK,0.00,METER VIOLATION,LOT 31,88,NO TIME ON METER
6/17/08,HOND,BLU,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 14TH,70-50,NO TIME ON METER
6/17/08,HYUN,WHT,0.00,TIME LIMIT ZONE,16TH AVE OLIVE ST WILLAM,NA,2HRCHALK MARK STILL VISIBLE
6/17/08,TOYT,GRY,0.00,METER VIOLATION,LOT 10,23,NO TIME ON METER
6/17/08,SUBA,BLK,0.00,METER VIOLATION,LOT 10,21,NO TIME ON METER
6/17/08,TOYT,GRY,0.00,METER VIOLATION,LOT 10,46,NO TIME ON METER
6/17/08,FORD,GRN,24.00,METER VIOLATION,LOT 10,19,NO TIME ON METER
6/17/08,STRN,BLU,0.00,METER VIOLATION,14TH AVE KINCAID ST ALDE,239-7,NO TIME ON METER
6/17/08,FORD,RED,0.00,WRONG SIDE PARKING,15TH AVE ALDER ST HILYAR,NA,MUST PARK WITH FLOW OF TRAFFIC
6/17/08,HYUN,GRY,0.00,WRONG SIDE PARKING,22ND AVE HILYARD ST ALDE,NA,MUST PARK WITH FLOW OF TRAFFIC
6/17/08,TOYT,WHT,24.00,METER VIOLATION,18TH AVE ALDER ST UNIVER,270-32,NO TIME ON METER
6/17/08,NISS,RED,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-8,NO TIME ON METER
6/17/08,BMW,BLU,30.00,RESTRICTED BY SIGN,LOT 07 - AIRPORT TERMINAL,NA,UNATTENDED VEHICLE
6/17/08,NISS,BLU,0.00,TIME LIMIT ZONE,16TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,VOLK,BLK,0.00,TIME LIMIT ZONE,HILYARD ST 15TH AVE 16TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,SAAB,RED,24.00,METER VIOLATION,18TH AVE ALDER ST UNIVER,271-33,NO TIME ON METER
6/17/08,PONT,GRN,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-63,NO TIME ON METER
6/17/08,VOLK,GRY,0.00,EXCEEDING THE TIME LIM,KINCAID ST 12TH AVE 13TH,214-21,NO TIME ON METER@ 45 MIN.
6/17/08,TOYT,WHT,0.00,TIME LIMIT ZONE,16TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,CHEV,GRN,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,TOYT,RED,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,214-34,NO TIME ON METER
6/17/08,FORD,GRY,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLE@ 1HR.
6/17/08,TOYT,GRY,0.00,TIME LIMIT ZONE,14TH AVE PATTERSON ST HI,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,NISS,MAR,0.00,TIME LIMIT ZONE,14TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,FORD,WHT,0.00,TIME LIMIT ZONE,16TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,MERC,GRN,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,214-40,NO TIME ON METER
6/17/08,SUBA,WHT,30.00,WRONG SIDE PARKING,WALNUT ST 17TH AVE 15TH,NA,MUST PARK WITH FLOW OF TRAFFIC
6/17/08,TOYT,TAN,0.00,METER VIOLATION,15TH AVE MOSS ST AGATE S,256-1,NO TIME ON METER
6/17/08,FORD,GRN,0.00,METER VIOLATION,15TH AVE MOSS ST AGATE S,256-4,NO TIME ON METER
6/17/08,FORD,GRY,24.00,METER VIOLATION,AGATE ST 17TH AVE 15TH A,255-33,NO TIME ON METER
6/17/08,FORD,GRY,0.00,METER VIOLATION,AGATE ST 17TH AVE 15TH A,255-37,NO TIME ON METER
6/17/08,MITS,RED,0.00,METER VIOLATION,AGATE ST 17TH AVE 15TH A,255-45,NO TIME ON METER
6/17/08,HOND,BLU,0.00,METER VIOLATION,14TH AVE KINCAID ST ALDE,239-4,NO TIME ON METER
6/17/08,SUBA,RED,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,214-38,NO TIME ON METER
6/17/08,CHEV,BEI,0.00,TIME LIMIT ZONE,17TH AVE AGATE ST MOSS S,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,FORD,WHT,24.00,TIME LIMIT ZONE,15TH AVE VILLARD ST MOSS,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,MAZD,WHT,0.00,TIME LIMIT ZONE,MOSS ST 17TH AVE 15TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,MERC,RED,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-8,NO TIME ON METER
6/17/08,LEXS,WHT,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-22,NO TIME ON METER
6/17/08,LEXS,BLK,0.00,METER VIOLATION,KINCAID ST END 15TH AVE,250-17,NO TIME ON METER
6/17/08,FORD,SIL,0.00,TIME LIMIT ZONE,15TH AVE ORCHARD ST VILL,NA,CHALK MARK STILL VISIBLE
6/17/08,CADI,WHT,0.00,RESTRICTED BY SIGN,LOT 07 - AIRPORT TERMINAL,NA,VEHICLE
6/17/08,TOYT,GRY,0.00,HANDICAP,2828 CHAD DRIVE,NA,EXPIRED 04/17/06 PP869316
6/17/08,DODG,RED,0.00,HANDICAP,7TH & SENECA - GOODWILL LOT,NA,PARKED IN DISABLED SPOT
6/17/08,TOYT,RED,0.00,HANDICAP,500 VALLEY RIVER CENTER,NA,NO PERMIT VISIBLE
6/17/08,CADI,BEI,0.00,RESTRICTED BY SIGN,15TH AVE - KINCAID AND ALDER,NA,COMMERCIAL MARKED VEHICLE ONLY
6/17/08,TOYT,SIL,0.00,METER VIOLATION,N/S 12TH - KINCAID TO ALDER,209-33,NO TIME ON METER
6/17/08,BUIC,WHT,0.00,METER VIOLATION,EAST PARK-8,43 86,NO TIME ON METER
6/17/08,CADI,MAR,0.00,METER VIOLATION,BROADWAY ST LINCOLN ST C,39 40,NO TIME ON METER
6/17/08,TOYT,BLK,0.00,METER VIOLATION,OVERPARK N,51 84,NO TIME ON METER
6/17/08,SUBA,GRY,0.00,METER VIOLATION,OAK ST SOUTH PARK-1E BRO,43 47,NO TIME ON METER
6/17/08,FORD,BLU,24.00,METER VIOLATION,SOUTH PARK-1E,43 60,NO TIME ON METER
6/17/08,CHEV,GRY,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 18,NO TIME ON METER
6/17/08,FORD,BLK,0.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,53 55,NO TIME ON METER
6/17/08,FORD,WHT,0.00,FAILURE TO PAY FINES A,S/S 12TH - JEFF. TO WASH,NA,NA
6/17/08,TOYT,BLU,0.00,METER VIOLATION,BROADWAY ST OAK ST WILLA,51 34,NO TIME ON METER
6/17/08,BUIC,WHT,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 16,NO TIME ON METER
6/17/08,ISUZ,GRY,0.00,METER VIOLATION,HIGH ST 5TH AVE 6TH AVE,18 50,NO TIME ON METER
6/17/08,MAZD,GRY,0.00,METER VIOLATION,PEARL ST 7TH AVE 6TH AVE,25 24,NO TIME ON METER
6/17/08,MAZD,RED,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 6,NO TIME ON METER
6/17/08,VOLK,GLD,0.00,STORAGE ON STREET 2ND/,1927LAWRENCE ST,NA,CHALK MARK STILL VISIBLE ROLLEDCITIZ
6/17/08,PLYM,WHT,50.00,STORAGE OF VEHICLE ON,9413RD AVE W,NA,CHALK MARK STILL VISIBLECITIZEN COMP
6/17/08,HOND,BLK,0.00,TIME LIMIT ZONE,16TH AVE OLIVE ST WILLAM,NA,2HRCHALK MARK STILL VISIBLE
6/17/08,MERC,YEL,0.00,TIME LIMIT ZONE,12TH AVE CHARNELTON ST L,NA,2HRCHALK MARK STILL VISIBLE
6/17/08,TOYT,WHT,0.00,METER VIOLATION,8TH AVE PEARL ST HIGH ST,35 39,NO TIME ON METER
6/17/08,LAND,BLK,24.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 24,NO TIME ON METER
6/17/08,NISS,WHT,0.00,METER VIOLATION,LOT 10,8,NO TIME ON METER
6/17/08,MITS,BLK,0.00,METER VIOLATION,WILLAMETTE 10TH AVE 11TH,60 48,NO TIME ON METER
6/17/08,CHRY,WHT,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-6,NO TIME ON METER
6/17/08,JEEP,RED,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-51,NO TIME ON METER
6/17/08,HOND,WHT,24.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239-18,NO TIME ON METER
6/17/08,HOND,GRY,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-62,NO TIME ON METER
6/17/08,CHEV,WHT,0.00,WRONG SIDE PARKING,16TH AVE HILYARD ST PATT,NA,MUST PARK WITH FLOW OF TRAFFIC
6/17/08,CHEV,BLK,0.00,FAILURE TO PAY FINES A,W/S OLIVE - 16TH TO 17TH,NA,NA
6/17/08,PONT,BLK,0.00,TIME LIMIT ZONE,PATTERSON ST 17TH AVE 16,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,DODG,GRN,24.00,TIME LIMIT ZONE,KINCAID ST 18TH AVE 19TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,GMC,GRY,0.00,METER VIOLATION,AGATE ST 19TH AVE 18TH A,288-22,NO TIME ON METER
6/17/08,VOLV,GRY,0.00,TIME LIMIT ZONE,19TH AVE EMERALD ST ONYX,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,SUBA,GRY,0.00,ALLEY LOAD & UNLOAD,1557 HILYARD ALLEY,NA,ALLEY PKING LOAD/UNLOAD ONLYCHALK MA
6/17/08,SAAB,RED,30.00,RESTRICTED BY SIGN,15TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/17/08,FORD,RED,0.00,RESTRICTED BY SIGN,15TH AVE ALDER ST KINCAI,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/17/08,DODG,GRN,24.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-22,NO TIME ON METER
6/17/08,FORD,BLK,0.00,TIME LIMIT ZONE,VILLARD ST 17TH AVE 15TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,JAGU,RED,0.00,TIME LIMIT ZONE,ORCHARD ST 17TH AVE 15TH,NA,CHALK MARK STILL VISIBLEEXPIRED 07 A
6/17/08,HOND,BEI,24.00,TIME LIMIT ZONE,WALNUT ST 17TH AVE 15TH,NA,CHALK MARK STILL VISIBLEA ZONE PERMI
6/17/08,VOLK,WHT,0.00,TIME LIMIT ZONE,GARDEN AVE WALNUT ST VIL,NA,CHALK MARK STILL VISIBLE
6/17/08,HOND,GRN,0.00,METER VIOLATION,13TH AVE AGATE ST MOSS S,222-56,NO TIME ON METER
6/17/08,NISS,BLU,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-18,NO TIME ON METER
6/17/08,FORD,GLD,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,214-4,NO TIME ON METER
6/17/08,OLDS,BLU,0.00,METER VIOLATION,15TH AVE AGATE ST MOSS S,245-43,NO TIME ON METER
6/17/08,KIA,RED,0.00,LEVEL 2,S/S 14TH- MILL TO FERRY,NA,NA
6/17/08,VOLV,RED,0.00,TIME LIMIT ZONE,HILYARD ST 16TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,TOYT,WHT,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-52,NO TIME ON METER
6/17/08,VOLK,WHT,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-25,NO TIME ON METER
6/17/08,VOLV,GRY,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,FORD,GRY,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,CHALK MARK STILL VISIBLE@ 1HR.
6/17/08,CHEV,GRY,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-67,NO TIME ON METER
6/17/08,FORD,RED,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,214-35,NO TIME ON METER
6/17/08,TOYT,GRY,0.00,TIME LIMIT ZONE,19TH AVE MOSS ST COLUMBI,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,HOND,BEI,0.00,TIME LIMIT ZONE,15TH AVE VILLARD ST MOSS,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/17/08,VOLK,SIL,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-21,NO TIME ON METER
6/17/08,HOND,BLU,0.00,METER VIOLATION,ALDER ST 13TH AVE 12TH A,214-48,NO TIME ON METER
6/17/08,SUBA,BLK,0.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239-30,NO TIME ON METER
6/17/08,HOND,BLK,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-6,NO TIME ON METER
6/17/08,BUIC,RED,0.00,HANDICAP,VALLEY RIVER CENTER - 300 VRC,NA,PARKED IN WHEELCHAIR ACCESS
6/18/08,PLYM,BRO,0.00,METER VIOLATION,8TH AVE PEARL ST HIGH ST,35 34,NO TIME ON METER
6/18/08,TOYT,WHT,0.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-20,NO TIME ON METER
6/18/08,VOLV,RED,24.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-11,NO TIME ON METER
6/18/08,LEXS,GRY,30.00,ON SIDEWALK,MILL ST 15TH AVE 16TH AV,NA,BLOCKING
6/18/08,CHEV,RED,0.00,METER VIOLATION,16TH AVE OAK ST WILLAMET,120-2,NO TIME ON METER
6/18/08,ACUR,GRY,0.00,METER VIOLATION,WILLAMETTE 17TH AVE 16TH,119-17,NO TIME ON METER
6/18/08,VOLV,RED,0.00,METER VIOLATION,WILLAMETTE 17TH AVE 16TH,119-18,NO TIME ON METER
6/18/08,JEEP,GRY,0.00,TIME LIMIT ZONE,MILL ST 17TH AVE 19TH AV,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/18/08,BUIC,RED,0.00,TIME LIMIT ZONE,FERRY ST 18TH AVE 17TH A,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/18/08,FORD,RED,0.00,TIME LIMIT ZONE,FERRY ST 18TH AVE 17TH A,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/18/08,BMW,GRY,0.00,TIME LIMIT ZONE,16TH AVE FERRY ST MILL S,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/18/08,SUBA,GRN,0.00,METER VIOLATION,WILLAMETTE 6TH AVE 5TH A,14-20,NO TIME ON METER
6/18/08,HOND,GRY,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 24,NO TIME ON METER
6/18/08,PONT,WHT,0.00,METER VIOLATION,BROADWAY ST OLIVE ST WIL,41 23,NO TIME ON METER
6/18/08,FORD,GRY,0.00,METER VIOLATION,BROADWAY ST LINCOLN ST C,39 32,NO TIME ON METER
6/18/08,TOYT,GRN,0.00,METER VIOLATION,BROADWAY ST OLIVE ST CHA,49 12,NO TIME ON METER
6/18/08,SUBA,MAR,0.00,METER VIOLATION,HIGH ST 5TH AVE 6TH AVE,18 50,NO TIME ON METER
6/18/08,FORD,WHT,0.00,METER VIOLATION,PEARL ST 7TH AVE 6TH AVE,25 23,NO TIME ON METER
6/18/08,FORD,WHT,0.00,METER VIOLATION,BROADWAY ST OAK ST PEARL,43 31,NO TIME ON METER
6/18/08,SUBA,BLU,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 23,NO TIME ON METER
6/18/08,NISS,BLK,0.00,METER VIOLATION,8TH AVE CHARNELTON ST OL,40 6,NO TIME ON METER
6/18/08,TOYT,WHT,0.00,METER VIOLATION,8TH AVE CHARNELTON ST OL,40 4,NO TIME ON METER
6/18/08,GMC,WHT,0.00,METER VIOLATION,CHARNELTON ST 8TH AVE 7T,31 53,NO TIME ON METER
6/18/08,VOLV,BLU,0.00,METER VIOLATION,CHARNELTON ST 8TH AVE 7T,30 23,NO TIME ON METER
6/18/08,CHEV,BRO,24.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,50 11,NO TIME ON METER
6/18/08,TOYT,MAR,0.00,METER VIOLATION,BROADWAY ST PEARL ST OAK,52 5,NO TIME ON METER
6/18/08,TOYT,GRY,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 5,NO TIME ON METER
6/18/08,HOND,BLU,0.00,METER VIOLATION,11TH AVE OLIVE ST WILLAM,69 4,NO TIME ON METER
6/18/08,TOYT,BLU,0.00,TIME LIMIT ZONE,16TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/18/08,VOLK,GRY,0.00,TIME LIMIT ZONE,17TH AVE HILYARD ST PATT,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/18/08,AUDI,GRY,0.00,TIME LIMIT ZONE,PATTERSON ST 15TH AVE 14,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/18/08,SUBA,GRY,0.00,TIME LIMIT ZONE,PATTERSON ST 22ND AVE 20,NA,CHALK MARK STILL VISIBLE
6/18/08,DODG,RED,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-53,NO TIME ON METER
6/18/08,TOYT,BLK,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,240-54,NO TIME ON METER
6/18/08,NISS,BLK,24.00,TIME LIMIT ZONE,12TH AVE HIGH ST PEARL S,NA,2HRCHALK MARK STILL VISIBLE
6/18/08,ACUR,BLU,0.00,TIME LIMIT ZONE,MILL ST 11TH AVE 12TH AV,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/18/08,NISS,BLK,0.00,TIME LIMIT ZONE,15TH AVE FERRY ST MILL S,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/18/08,ACUR,BLU,0.00,TIME LIMIT ZONE,17TH AVE MILL ST HIGH ST,NA,NO PERMIT VISIBLECHALK MARK STILL VI
6/18/08,MAZD,BLU,0.00,WRONG SIDE PARKING,12TH AVE WASHINGTON ST L,NA,MUST PARK WITH FLOW OF TRAFFIC
6/18/08,VOLV,BLK,50.00,ON THROUGHWAY,FERRY ST 14TH AVE 13TH A,NA,NA
6/18/08,CHEV,GRY,0.00,TIME LIMIT ZONE,16TH AVE OLIVE ST WILLAM,NA,2HRCHALK MARK STILL VISIBLE
6/18/08,DODG,BLU,24.00,METER VIOLATION,5TH AVE OLIVE ST CHARNEL,13-5,NO TIME ON METER
6/18/08,INFI,GRY,0.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,53 54,NO TIME ON METER
6/18/08,TOYT,BLK,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,40 53,NO TIME ON METER
6/18/08,TOYT,GRY,0.00,METER VIOLATION,BROADWAY ST OAK ST PEARL,43 32,NO TIME ON METER
6/18/08,SUBA,GRY,0.00,METER VIOLATION,BROADWAY ST OLIVE ST CHA,49 16,NO TIME ON METER
6/18/08,CHEV,WHT,0.00,METER VIOLATION,OAK ST 10TH AVE 11TH AVE,61 50,NO TIME ON METER
6/18/08,TOYT,WHT,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 10TH,59 18,NO TIME ON METER
6/18/08,TOYT,WHT,0.00,METER VIOLATION,CHARNELTON ST 10TH AVE 1,58 52,NO TIME ON METER
6/18/08,TOYT,WHT,0.00,METER VIOLATION,LOT 10,32,NO TIME ON METER
6/18/08,VOLK,GRY,0.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,50 12,NO TIME ON METER
6/18/08,PONT,BLU,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,43 2,NO TIME ON METER
6/18/08,TOYT,WHT,24.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,53 52,NO TIME ON METER
6/18/08,SUBA,MAR,0.00,METER VIOLATION,BROADWAY ST LINCOLN ST C,39 37,NO TIME ON METER
6/18/08,SUBA,GRY,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 10TH,59 18,NO TIME ON METER
6/18/08,LEXS,WHT,0.00,METER VIOLATION,WILLAMETTE 7TH AVE 8TH A,33 47,NO TIME ON METER
6/18/08,TOYT,GRY,0.00,METER VIOLATION,HILYARD ST 13TH AVE 14TH,224-24,NO TIME ON METER
6/18/08,SUZU,BLK,0.00,TIME LIMIT ZONE,15TH AVE FERRY ST PATTER,NA,CHALK MARK STILL VISIBLEVEH MUST LEA
6/18/08,MAZD,GRN,0.00,METER VIOLATION,18TH AVE ALDER ST UNIVER,271-36,NO TIME ON METER
6/18/08,CHEV,WHT,0.00,TIME LIMIT ZONE,14TH AVE PATTERSON ST FE,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/18/08,NISS,GRY,0.00,TIME LIMIT ZONE,HILYARD ST 14TH AVE 15TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/18/08,JEEP,WHT,0.00,METER VIOLATION,14TH AVE ALDER ST KINCAI,226-43,NO TIME ON METER
6/18/08,TOYT,BEI,0.00,METER VIOLATION,KINCAID ST 14TH AVE 13TH,226-21,NO TIME ON METER
6/18/08,BMW,GRN,0.00,RESTRICTED BY SIGN,13TH AVE KINCAID ST ALDE,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM
6/18/08,TOYT,RED,24.00,TIME LIMIT ZONE,VILLARD ST 19TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/18/08,TOYT,GRY,0.00,TIME LIMIT ZONE,WALNUT ST 15TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/18/08,TOYT,BLU,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-5,NO TIME ON METER
6/18/08,SUBA,GLD,0.00,TIME LIMIT ZONE,COLUMBIA ST 17TH AVE 19T,NA,CHALK MARK STILL VISIBLENO PERMIT VI
6/18/08,JEEP,GRN,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214-7,NO TIME ON METER
6/18/08,SUBA,GRN,24.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-17,NO TIME ON METER
6/18/08,FORD,GRN,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-50,NO TIME ON METER
6/18/08,CHEV,GRY,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-63,NO TIME ON METER
6/18/08,SUBA,BLK,24.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-66,NO TIME ON METER
6/18/08,CHEV,WHT,24.00,TIME LIMIT ZONE,GARDEN AVE VILLARD ST MO,NA,CHALK MARK STILL VISIBLE2 HR ONLY
6/18/08,NISS,PUR,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214-19,NO TIME ON METER
6/18/08,MERC,BLK,24.00,METER VIOLATION,ALDER ST 13TH AVE 12TH A,214-51,NO TIME ON METER
6/18/08,CHEV,GRY,0.00,METER VIOLATION,ALDER ST 13TH AVE 12TH A,213-20,NO TIME ON METERPERMIT NOT VALID IN
